,segment_id
8028,864691132578985234
8030,864691132728463879
8034,864691132719744910
8035,864691132686302404
8044,864691132655306694
8062,864691132654430918
8065,864691132579969810
8079,864691132958356814
8082,864691132708186674
8085,864691132663246053
8089,864691132733258035
8098,864691132596314431
8120,864691132689260024
8126,864691132827084146
8134,864691132782518924
8141,864691132799525597
8142,864691132762851775
8170,864691132959618919
8177,864691132894648294
8178,864691132758395242
8196,864691132682938592
8197,864691132583594210
8207,864691132681802208
8217,864691132919522785
8226,864691132740109032
8237,864691133009485008
8241,864691132700040430
8250,864691132772185838
8257,864691132824896944
8259,864691132653482455
8261,864691132819411711
8263,864691132752617332
8276,864691132669060800
8284,864691132752750964
8292,864691132688355862
8294,864691132666490816
8297,864691132560073700
8299,864691132653717872
8332,864691132788025055
8337,864691132670655404
8346,864691132622551695
8352,864691132682341177
8353,864691132606291267
8355,864691132691186680
8363,864691132583598306
8365,864691132861503981
8370,864691132923096617
8405,864691132766171404
8417,864691132604571333
8429,864691132770178685
8444,864691132729495531
8445,864691132745545933
8456,864691132737363560
8457,864691132628478012
8460,864691132715761984
8477,864691132689217016
8502,864691132972310325
8518,864691132654697176
8522,864691132591486605
8526,864691133027084745
8537,864691132755462772
8542,864691132727432366
8562,864691133065616712
8564,864691132664203822
8567,864691132653866864
8576,864691132741343129
8603,864691132717872371
8608,864691132615596097
8616,864691132661004100
8617,864691132997127349
8627,864691132655693687
8641,864691132918989159
8649,864691132725543325
8664,864691132727796662
8691,864691132715725019
8693,864691132726880491
8714,864691132752622196
8716,864691132661726634
8731,864691132677090141
8733,864691132884256644
8738,864691132801146214
8753,864691132688445718
8758,864691132758067563
8760,864691132694928219
8768,864691132717890547
8769,864691132637423482
8775,864691132714145295
8782,864691132805416706
8785,864691132667341484
8809,864691132782918814
8822,864691132731744027
8825,864691132926332201
8829,864691132849727550
8837,864691132717936883
8838,864691132919482081
8842,864691133042983200
8866,864691132756586884
8867,864691132828262916
8880,864691133232149584
8884,864691132652464820
8902,864691132649853095
8907,864691132755219828
8914,864691132758664810
8926,864691132608646267
8935,864691132602090413
8953,864691132751149868
8956,864691132905829765
8972,864691132830235257
8987,864691132736990659
8996,864691132908343753
9012,864691132548572738
9014,864691132754303779
9023,864691132560078052
9029,864691132650763379
9035,864691132666501824
9061,864691132611825725
9068,864691132615675713
9072,864691132583578082
9074,864691132861244136
9089,864691132990681333
9090,864691132639254950
9093,864691132769324069
9103,864691132852292584
9110,864691132779804799
9113,864691132724913927
9123,864691132900558212
9129,864691132903659502
9144,864691132834120612
9169,864691132604499397
9171,864691132808418081
9173,864691132987882336
9176,864691132776922272
9177,864691132958954781
9179,864691132710113349
9180,864691132923048745
9184,864691132847671507
9190,864691132544837265
9194,864691132764410727
9203,864691132751126883
9210,864691132583646690
9214,864691132667444525
9217,864691132739821401
9223,864691132545882946
9226,864691132691447032
9232,864691132779290827
9234,864691132620007355
9237,864691132928977384
9239,864691132817134352
9268,864691132727428526
9275,864691132782882462
9276,864691132779187915
9279,864691132799451101
9287,864691132621714370
9290,864691132784109462
9295,864691132688545418
9305,864691132896576230
9314,864691132604732441
9328,864691132949434186
9330,864691132576895501
9342,864691132805422338
9350,864691133032770594
9358,864691132724953713
9366,864691132758364212
9380,864691132901590254
9387,864691132799526365
9388,864691132583626210
9398,864691132714364237
9403,864691132900564612
9404,864691132745559245
9421,864691132770492308
9425,864691132737919065
9430,864691132681928735
9436,864691132678423379
9437,864691132766234124
9440,864691132846866643
9454,864691132966560877
9456,864691132669541206
9458,864691132697698139
9462,864691132745479299
9475,864691132765891714
9487,864691132861367533
9503,864691132639255903
9512,864691132943435879
9513,864691132625855548
9530,864691132828286468
9535,864691132766177829
9542,864691132621449403
9549,864691132930866664
9550,864691132766021669
9553,864691133014214601
9555,864691132766160421
9558,864691132758395188
9560,864691132806657273
9563,864691132766230284
9567,864691132684088288
9569,864691132641117238
9581,864691132754466164
9584,864691132749780967
9588,864691132762917470
9607,864691132719702926
9610,864691132606425923
9625,864691132625085583
